Time Node interest
7.44017 8 /p/good/good-leaf-2/%FEK?ndn.Nonce=742340028
7.44021 8 /p/good/good-leaf-4/%FE%28?ndn.Nonce=1128858568
7.45021 1 /p/good/good-leaf-2/%FEK?ndn.Nonce=742340028
7.45025 1 /p/good/good-leaf-4/%FE%28?ndn.Nonce=1128858568
7.5 10 /p/good/good-leaf-2/%FE%04?ndn.Nonce=1943874533
7.5 12 /p/good/good-leaf-4/%FE%2F?ndn.Nonce=1158569534
7.5 13 /p/good/good-leaf-5/%FEa?ndn.Nonce=964493187
7.51004 2 /p/good/good-leaf-2/%FE%04?ndn.Nonce=1943874533
7.51004 3 /p/good/good-leaf-4/%FE%2F?ndn.Nonce=1158569534
7.51004 7 /p/good/good-leaf-5/%FEa?ndn.Nonce=964493187
7.52008 4 /p/good/good-leaf-2/%FE%04?ndn.Nonce=1943874533
7.52008 5 /p/good/good-leaf-4/%FE%2F?ndn.Nonce=1158569534
7.52008 0 /p/good/good-leaf-5/%FEa?ndn.Nonce=964493187
7.53012 6 /p/good/good-leaf-2/%FE%04?ndn.Nonce=1943874533
7.53012 6 /p/good/good-leaf-4/%FE%2F?ndn.Nonce=1158569534
7.54017 8 /p/good/good-leaf-2/%FE%04?ndn.Nonce=1943874533
7.54021 8 /p/good/good-leaf-4/%FE%2F?ndn.Nonce=1158569534
7.55021 1 /p/good/good-leaf-2/%FE%04?ndn.Nonce=1943874533
7.55025 1 /p/good/good-leaf-4/%FE%2F?ndn.Nonce=1158569534
7.6 10 /p/good/good-leaf-2/%FE%0F?ndn.Nonce=3750393862
7.6 12 /p/good/good-leaf-4/%FE%11?ndn.Nonce=1937795929
7.6 13 /p/good/good-leaf-5/%FE.?ndn.Nonce=1510096449
7.61004 2 /p/good/good-leaf-2/%FE%0F?ndn.Nonce=3750393862
7.61004 3 /p/good/good-leaf-4/%FE%11?ndn.Nonce=1937795929
7.61004 7 /p/good/good-leaf-5/%FE.?ndn.Nonce=1510096449
7.62008 4 /p/good/good-leaf-2/%FE%0F?ndn.Nonce=3750393862
7.62008 5 /p/good/good-leaf-4/%FE%11?ndn.Nonce=1937795929
7.62008 0 /p/good/good-leaf-5/%FE.?ndn.Nonce=1510096449
7.63012 6 /p/good/good-leaf-2/%FE%0F?ndn.Nonce=3750393862
7.63012 6 /p/good/good-leaf-4/%FE%11?ndn.Nonce=1937795929
7.64017 8 /p/good/good-leaf-2/%FE%0F?ndn.Nonce=3750393862
7.64021 8 /p/good/good-leaf-4/%FE%11?ndn.Nonce=1937795929
7.65021 1 /p/good/good-leaf-2/%FE%0F?ndn.Nonce=3750393862
7.65025 1 /p/good/good-leaf-4/%FE%11?ndn.Nonce=1937795929
7.7 10 /p/good/good-leaf-2/%FE%09?ndn.Nonce=3262553589
7.7 12 /p/good/good-leaf-4/%FER?ndn.Nonce=115402486
7.7 13 /p/good/good-leaf-5/%FE%24?ndn.Nonce=1533555051
7.71004 2 /p/good/good-leaf-2/%FE%09?ndn.Nonce=3262553589
7.71004 3 /p/good/good-leaf-4/%FER?ndn.Nonce=115402486
7.71004 7 /p/good/good-leaf-5/%FE%24?ndn.Nonce=1533555051
7.72008 4 /p/good/good-leaf-2/%FE%09?ndn.Nonce=3262553589
7.72008 5 /p/good/good-leaf-4/%FER?ndn.Nonce=115402486
7.72008 0 /p/good/good-leaf-5/%FE%24?ndn.Nonce=1533555051
7.73012 6 /p/good/good-leaf-2/%FE%09?ndn.Nonce=3262553589
7.73012 6 /p/good/good-leaf-4/%FER?ndn.Nonce=115402486
7.74017 8 /p/good/good-leaf-2/%FE%09?ndn.Nonce=3262553589
7.74021 8 /p/good/good-leaf-4/%FER?ndn.Nonce=115402486
7.75021 1 /p/good/good-leaf-2/%FE%09?ndn.Nonce=3262553589
7.75025 1 /p/good/good-leaf-4/%FER?ndn.Nonce=115402486
7.8 12 /p/good/good-leaf-4/%FE5?ndn.Nonce=3180739979
7.8 13 /p/good/good-leaf-5/%FE%07?ndn.Nonce=3211839358
7.81004 3 /p/good/good-leaf-4/%FE5?ndn.Nonce=3180739979
7.81004 7 /p/good/good-leaf-5/%FE%07?ndn.Nonce=3211839358
7.82008 5 /p/good/good-leaf-4/%FE5?ndn.Nonce=3180739979
7.82008 0 /p/good/good-leaf-5/%FE%07?ndn.Nonce=3211839358
7.83012 6 /p/good/good-leaf-4/%FE5?ndn.Nonce=3180739979
7.84017 8 /p/good/good-leaf-4/%FE5?ndn.Nonce=3180739979
7.85021 1 /p/good/good-leaf-4/%FE5?ndn.Nonce=3180739979
7.9 10 /p/good/good-leaf-2/%FE%1E?ndn.Nonce=812231275
7.9 12 /p/good/good-leaf-4/%FE%04?ndn.Nonce=1932660614
7.9 13 /p/good/good-leaf-5/%FE%05?ndn.Nonce=2298430277
7.91004 2 /p/good/good-leaf-2/%FE%1E?ndn.Nonce=812231275
7.91004 3 /p/good/good-leaf-4/%FE%04?ndn.Nonce=1932660614
7.91004 7 /p/good/good-leaf-5/%FE%05?ndn.Nonce=2298430277
7.92008 4 /p/good/good-leaf-2/%FE%1E?ndn.Nonce=812231275
7.92008 5 /p/good/good-leaf-4/%FE%04?ndn.Nonce=1932660614
7.92008 0 /p/good/good-leaf-5/%FE%05?ndn.Nonce=2298430277
7.93012 6 /p/good/good-leaf-2/%FE%1E?ndn.Nonce=812231275
7.93012 6 /p/good/good-leaf-4/%FE%04?ndn.Nonce=1932660614
7.94017 8 /p/good/good-leaf-2/%FE%1E?ndn.Nonce=812231275
7.94021 8 /p/good/good-leaf-4/%FE%04?ndn.Nonce=1932660614
7.95021 1 /p/good/good-leaf-2/%FE%1E?ndn.Nonce=812231275
7.95025 1 /p/good/good-leaf-4/%FE%04?ndn.Nonce=1932660614
8 10 /p/good/good-leaf-2/%FEY?ndn.Nonce=452943985
8 12 /p/good/good-leaf-4/%FE%2C?ndn.Nonce=795453214
8 13 /p/good/good-leaf-5/%FEP?ndn.Nonce=2297599701
8.01004 2 /p/good/good-leaf-2/%FEY?ndn.Nonce=452943985
8.01004 3 /p/good/good-leaf-4/%FE%2C?ndn.Nonce=795453214
8.01004 7 /p/good/good-leaf-5/%FEP?ndn.Nonce=2297599701
8.02008 4 /p/good/good-leaf-2/%FEY?ndn.Nonce=452943985
8.02008 5 /p/good/good-leaf-4/%FE%2C?ndn.Nonce=795453214
8.02008 0 /p/good/good-leaf-5/%FEP?ndn.Nonce=2297599701
8.03012 6 /p/good/good-leaf-2/%FEY?ndn.Nonce=452943985
8.03012 6 /p/good/good-leaf-4/%FE%2C?ndn.Nonce=795453214
8.04017 8 /p/good/good-leaf-2/%FEY?ndn.Nonce=452943985
8.04021 8 /p/good/good-leaf-4/%FE%2C?ndn.Nonce=795453214
8.05021 1 /p/good/good-leaf-2/%FEY?ndn.Nonce=452943985
8.05025 1 /p/good/good-leaf-4/%FE%2C?ndn.Nonce=795453214
8.1 10 /p/good/good-leaf-2/%FE%40?ndn.Nonce=3732546997
8.1 12 /p/good/good-leaf-4/%FE%0F?ndn.Nonce=3658438323
8.1 13 /p/good/good-leaf-5/%FEF?ndn.Nonce=3955588796
8.11004 2 /p/good/good-leaf-2/%FE%40?ndn.Nonce=3732546997
8.11004 3 /p/good/good-leaf-4/%FE%0F?ndn.Nonce=3658438323
8.11004 7 /p/good/good-leaf-5/%FEF?ndn.Nonce=3955588796
8.12008 4 /p/good/good-leaf-2/%FE%40?ndn.Nonce=3732546997
8.12008 5 /p/good/good-leaf-4/%FE%0F?ndn.Nonce=3658438323
8.12008 0 /p/good/good-leaf-5/%FEF?ndn.Nonce=3955588796
8.13012 6 /p/good/good-leaf-2/%FE%40?ndn.Nonce=3732546997
8.13012 6 /p/good/good-leaf-4/%FE%0F?ndn.Nonce=3658438323
8.14017 8 /p/good/good-leaf-2/%FE%40?ndn.Nonce=3732546997
8.14021 8 /p/good/good-leaf-4/%FE%0F?ndn.Nonce=3658438323
8.15021 1 /p/good/good-leaf-2/%FE%40?ndn.Nonce=3732546997
8.15025 1 /p/good/good-leaf-4/%FE%0F?ndn.Nonce=3658438323
8.2 10 /p/good/good-leaf-2/%FEb?ndn.Nonce=3071685663
8.2 12 /p/good/good-leaf-4/%FE%01?ndn.Nonce=1363122439
8.2 13 /p/good/good-leaf-5/%FEE?ndn.Nonce=3229622658
8.21004 2 /p/good/good-leaf-2/%FEb?ndn.Nonce=3071685663
8.21004 3 /p/good/good-leaf-4/%FE%01?ndn.Nonce=1363122439
8.21004 7 /p/good/good-leaf-5/%FEE?ndn.Nonce=3229622658
8.22008 4 /p/good/good-leaf-2/%FEb?ndn.Nonce=3071685663
8.22008 5 /p/good/good-leaf-4/%FE%01?ndn.Nonce=1363122439
8.22008 0 /p/good/good-leaf-5/%FEE?ndn.Nonce=3229622658
8.23012 6 /p/good/good-leaf-2/%FEb?ndn.Nonce=3071685663
8.23012 6 /p/good/good-leaf-4/%FE%01?ndn.Nonce=1363122439
8.24017 8 /p/good/good-leaf-2/%FEb?ndn.Nonce=3071685663
8.24021 8 /p/good/good-leaf-4/%FE%01?ndn.Nonce=1363122439
8.25021 1 /p/good/good-leaf-2/%FEb?ndn.Nonce=3071685663
8.25025 1 /p/good/good-leaf-4/%FE%01?ndn.Nonce=1363122439
8.3 10 /p/good/good-leaf-2/%FE%29?ndn.Nonce=4189512141
8.3 12 /p/good/good-leaf-4/%FE%03?ndn.Nonce=2547089031
8.3 13 /p/good/good-leaf-5/%FE%29?ndn.Nonce=3493457406
8.31004 2 /p/good/good-leaf-2/%FE%29?ndn.Nonce=4189512141
8.31004 3 /p/good/good-leaf-4/%FE%03?ndn.Nonce=2547089031
8.31004 7 /p/good/good-leaf-5/%FE%29?ndn.Nonce=3493457406
8.32008 4 /p/good/good-leaf-2/%FE%29?ndn.Nonce=4189512141
8.32008 5 /p/good/good-leaf-4/%FE%03?ndn.Nonce=2547089031
8.32008 0 /p/good/good-leaf-5/%FE%29?ndn.Nonce=3493457406
8.33012 6 /p/good/good-leaf-2/%FE%29?ndn.Nonce=4189512141
8.33012 6 /p/good/good-leaf-4/%FE%03?ndn.Nonce=2547089031
8.34017 8 /p/good/good-leaf-2/%FE%29?ndn.Nonce=4189512141
8.34021 8 /p/good/good-leaf-4/%FE%03?ndn.Nonce=2547089031
8.35021 1 /p/good/good-leaf-2/%FE%29?ndn.Nonce=4189512141
8.35025 1 /p/good/good-leaf-4/%FE%03?ndn.Nonce=2547089031
8.4 10 /p/good/good-leaf-2/%FEL?ndn.Nonce=118906519
8.4 12 /p/good/good-leaf-4/%FE%03?ndn.Nonce=1822984265
8.4 13 /p/good/good-leaf-5/%FE%02?ndn.Nonce=1000142495
8.41004 2 /p/good/good-leaf-2/%FEL?ndn.Nonce=118906519
8.41004 7 /p/good/good-leaf-5/%FE%02?ndn.Nonce=1000142495
8.42008 4 /p/good/good-leaf-2/%FEL?ndn.Nonce=118906519
8.42008 0 /p/good/good-leaf-5/%FE%02?ndn.Nonce=1000142495
8.43012 6 /p/good/good-leaf-2/%FEL?ndn.Nonce=118906519
8.44017 8 /p/good/good-leaf-2/%FEL?ndn.Nonce=118906519
8.45021 1 /p/good/good-leaf-2/%FEL?ndn.Nonce=118906519
8.5 10 /p/good/good-leaf-2/%FE%04?ndn.Nonce=2812766396
8.5 12 /p/good/good-leaf-4/%FEA?ndn.Nonce=1927687008
8.5 13 /p/good/good-leaf-5/%FEC?ndn.Nonce=3271045238
8.51004 2 /p/good/good-leaf-2/%FE%04?ndn.Nonce=2812766396
8.51004 3 /p/good/good-leaf-4/%FEA?ndn.Nonce=1927687008
8.51004 7 /p/good/good-leaf-5/%FEC?ndn.Nonce=3271045238
8.52008 4 /p/good/good-leaf-2/%FE%04?ndn.Nonce=2812766396
8.52008 5 /p/good/good-leaf-4/%FEA?ndn.Nonce=1927687008
8.52008 0 /p/good/good-leaf-5/%FEC?ndn.Nonce=3271045238
8.53012 6 /p/good/good-leaf-2/%FE%04?ndn.Nonce=2812766396
8.53012 6 /p/good/good-leaf-4/%FEA?ndn.Nonce=1927687008
8.54017 8 /p/good/good-leaf-2/%FE%04?ndn.Nonce=2812766396
8.54021 8 /p/good/good-leaf-4/%FEA?ndn.Nonce=1927687008
8.55021 1 /p/good/good-leaf-2/%FE%04?ndn.Nonce=2812766396
8.55025 1 /p/good/good-leaf-4/%FEA?ndn.Nonce=1927687008
8.6 10 /p/good/good-leaf-2/%FE%0C?ndn.Nonce=1928912437
8.6 12 /p/good/good-leaf-4/%FEK?ndn.Nonce=2827504405
8.6 13 /p/good/good-leaf-5/%FE%08?ndn.Nonce=2305664393
8.61004 2 /p/good/good-leaf-2/%FE%0C?ndn.Nonce=1928912437
8.61004 3 /p/good/good-leaf-4/%FEK?ndn.Nonce=2827504405
8.61004 7 /p/good/good-leaf-5/%FE%08?ndn.Nonce=2305664393
8.62008 4 /p/good/good-leaf-2/%FE%0C?ndn.Nonce=1928912437
8.62008 5 /p/good/good-leaf-4/%FEK?ndn.Nonce=2827504405
8.62008 0 /p/good/good-leaf-5/%FE%08?ndn.Nonce=2305664393
8.63012 6 /p/good/good-leaf-2/%FE%0C?ndn.Nonce=1928912437
8.63012 6 /p/good/good-leaf-4/%FEK?ndn.Nonce=2827504405
8.64017 8 /p/good/good-leaf-2/%FE%0C?ndn.Nonce=1928912437
8.64021 8 /p/good/good-leaf-4/%FEK?ndn.Nonce=2827504405
8.65021 1 /p/good/good-leaf-2/%FE%0C?ndn.Nonce=1928912437
8.65025 1 /p/good/good-leaf-4/%FEK?ndn.Nonce=2827504405
8.7 10 /p/good/good-leaf-2/%FEY?ndn.Nonce=1986072424
8.7 12 /p/good/good-leaf-4/%FE%1D?ndn.Nonce=4055362315
8.7 13 /p/good/good-leaf-5/%FE%01?ndn.Nonce=857314345
8.71004 2 /p/good/good-leaf-2/%FEY?ndn.Nonce=1986072424
8.71004 3 /p/good/good-leaf-4/%FE%1D?ndn.Nonce=4055362315
8.71004 7 /p/good/good-leaf-5/%FE%01?ndn.Nonce=857314345
8.72008 4 /p/good/good-leaf-2/%FEY?ndn.Nonce=1986072424
8.72008 5 /p/good/good-leaf-4/%FE%1D?ndn.Nonce=4055362315
8.72008 0 /p/good/good-leaf-5/%FE%01?ndn.Nonce=857314345
8.73012 6 /p/good/good-leaf-2/%FEY?ndn.Nonce=1986072424
8.73012 6 /p/good/good-leaf-4/%FE%1D?ndn.Nonce=4055362315
8.74017 8 /p/good/good-leaf-2/%FEY?ndn.Nonce=1986072424
8.74021 8 /p/good/good-leaf-4/%FE%1D?ndn.Nonce=4055362315
8.75021 1 /p/good/good-leaf-2/%FEY?ndn.Nonce=1986072424
8.75025 1 /p/good/good-leaf-4/%FE%1D?ndn.Nonce=4055362315
8.8 10 /p/good/good-leaf-2/%FE%1C?ndn.Nonce=1563352157
8.8 12 /p/good/good-leaf-4/%FE%2F?ndn.Nonce=2354552811
8.8 13 /p/good/good-leaf-5/%FEI?ndn.Nonce=2386498563
8.81004 2 /p/good/good-leaf-2/%FE%1C?ndn.Nonce=1563352157
8.81004 3 /p/good/good-leaf-4/%FE%2F?ndn.Nonce=2354552811
8.81004 7 /p/good/good-leaf-5/%FEI?ndn.Nonce=2386498563
8.82008 4 /p/good/good-leaf-2/%FE%1C?ndn.Nonce=1563352157
8.82008 5 /p/good/good-leaf-4/%FE%2F?ndn.Nonce=2354552811
8.82008 0 /p/good/good-leaf-5/%FEI?ndn.Nonce=2386498563
8.83012 6 /p/good/good-leaf-2/%FE%1C?ndn.Nonce=1563352157
8.83012 6 /p/good/good-leaf-4/%FE%2F?ndn.Nonce=2354552811
8.84017 8 /p/good/good-leaf-2/%FE%1C?ndn.Nonce=1563352157
8.84021 8 /p/good/good-leaf-4/%FE%2F?ndn.Nonce=2354552811
8.85021 1 /p/good/good-leaf-2/%FE%1C?ndn.Nonce=1563352157
8.85025 1 /p/good/good-leaf-4/%FE%2F?ndn.Nonce=2354552811
8.9 10 /p/good/good-leaf-2/%FEW?ndn.Nonce=671303423
8.9 12 /p/good/good-leaf-4/%FE%1A?ndn.Nonce=2592172238
8.9 13 /p/good/good-leaf-5/%FE%06?ndn.Nonce=4172440879
8.91004 2 /p/good/good-leaf-2/%FEW?ndn.Nonce=671303423
8.91004 3 /p/good/good-leaf-4/%FE%1A?ndn.Nonce=2592172238
8.91004 7 /p/good/good-leaf-5/%FE%06?ndn.Nonce=4172440879
8.92008 4 /p/good/good-leaf-2/%FEW?ndn.Nonce=671303423
8.92008 5 /p/good/good-leaf-4/%FE%1A?ndn.Nonce=2592172238
8.92008 0 /p/good/good-leaf-5/%FE%06?ndn.Nonce=4172440879
8.93012 6 /p/good/good-leaf-2/%FEW?ndn.Nonce=671303423
8.93012 6 /p/good/good-leaf-4/%FE%1A?ndn.Nonce=2592172238
8.94017 8 /p/good/good-leaf-2/%FEW?ndn.Nonce=671303423
8.94021 8 /p/good/good-leaf-4/%FE%1A?ndn.Nonce=2592172238
8.95021 1 /p/good/good-leaf-2/%FEW?ndn.Nonce=671303423
8.95025 1 /p/good/good-leaf-4/%FE%1A?ndn.Nonce=2592172238
9 10 /p/good/good-leaf-2/%FE%01?ndn.Nonce=2873666623
9 12 /p/good/good-leaf-4/%FE%3C?ndn.Nonce=3129071649
9 13 /p/good/good-leaf-5/%FE%3D?ndn.Nonce=223526107
9.01004 2 /p/good/good-leaf-2/%FE%01?ndn.Nonce=2873666623
9.01004 3 /p/good/good-leaf-4/%FE%3C?ndn.Nonce=3129071649
9.01004 7 /p/good/good-leaf-5/%FE%3D?ndn.Nonce=223526107
9.02008 4 /p/good/good-leaf-2/%FE%01?ndn.Nonce=2873666623
9.02008 5 /p/good/good-leaf-4/%FE%3C?ndn.Nonce=3129071649
9.02008 0 /p/good/good-leaf-5/%FE%3D?ndn.Nonce=223526107
9.03012 6 /p/good/good-leaf-2/%FE%01?ndn.Nonce=2873666623
9.03012 6 /p/good/good-leaf-4/%FE%3C?ndn.Nonce=3129071649
9.04017 8 /p/good/good-leaf-2/%FE%01?ndn.Nonce=2873666623
9.04021 8 /p/good/good-leaf-4/%FE%3C?ndn.Nonce=3129071649
9.05021 1 /p/good/good-leaf-2/%FE%01?ndn.Nonce=2873666623
9.05025 1 /p/good/good-leaf-4/%FE%3C?ndn.Nonce=3129071649
9.1 10 /p/good/good-leaf-2/%FE%05?ndn.Nonce=1073553640
9.1 12 /p/good/good-leaf-4/%FE%01?ndn.Nonce=620424879
9.1 13 /p/good/good-leaf-5/%FE%23?ndn.Nonce=952057380
9.11004 2 /p/good/good-leaf-2/%FE%05?ndn.Nonce=1073553640
9.11004 3 /p/good/good-leaf-4/%FE%01?ndn.Nonce=620424879
9.11004 7 /p/good/good-leaf-5/%FE%23?ndn.Nonce=952057380
9.12008 4 /p/good/good-leaf-2/%FE%05?ndn.Nonce=1073553640
9.12008 5 /p/good/good-leaf-4/%FE%01?ndn.Nonce=620424879
9.12008 0 /p/good/good-leaf-5/%FE%23?ndn.Nonce=952057380
9.13012 6 /p/good/good-leaf-2/%FE%05?ndn.Nonce=1073553640
9.13012 6 /p/good/good-leaf-4/%FE%01?ndn.Nonce=620424879
9.14017 8 /p/good/good-leaf-2/%FE%05?ndn.Nonce=1073553640
9.14021 8 /p/good/good-leaf-4/%FE%01?ndn.Nonce=620424879
9.15021 1 /p/good/good-leaf-2/%FE%05?ndn.Nonce=1073553640
9.15025 1 /p/good/good-leaf-4/%FE%01?ndn.Nonce=620424879
9.2 10 /p/good/good-leaf-2/%FE%16?ndn.Nonce=397242610
9.2 12 /p/good/good-leaf-4/%FE%03?ndn.Nonce=3041051419
9.2 13 /p/good/good-leaf-5/%FE%10?ndn.Nonce=3348617274
9.21004 2 /p/good/good-leaf-2/%FE%16?ndn.Nonce=397242610
9.21004 3 /p/good/good-leaf-4/%FE%03?ndn.Nonce=3041051419
9.21004 7 /p/good/good-leaf-5/%FE%10?ndn.Nonce=3348617274
9.22008 4 /p/good/good-leaf-2/%FE%16?ndn.Nonce=397242610
9.22008 5 /p/good/good-leaf-4/%FE%03?ndn.Nonce=3041051419
9.22008 0 /p/good/good-leaf-5/%FE%10?ndn.Nonce=3348617274
9.23012 6 /p/good/good-leaf-2/%FE%16?ndn.Nonce=397242610
9.23012 6 /p/good/good-leaf-4/%FE%03?ndn.Nonce=3041051419
9.24017 8 /p/good/good-leaf-2/%FE%16?ndn.Nonce=397242610
9.24021 8 /p/good/good-leaf-4/%FE%03?ndn.Nonce=3041051419
9.25021 1 /p/good/good-leaf-2/%FE%16?ndn.Nonce=397242610
9.25025 1 /p/good/good-leaf-4/%FE%03?ndn.Nonce=3041051419
9.3 10 /p/good/good-leaf-2/%FE%01?ndn.Nonce=522918660
9.3 13 /p/good/good-leaf-5/%FE%07?ndn.Nonce=1844522105
9.31004 2 /p/good/good-leaf-2/%FE%01?ndn.Nonce=522918660
9.31004 7 /p/good/good-leaf-5/%FE%07?ndn.Nonce=1844522105
9.32008 4 /p/good/good-leaf-2/%FE%01?ndn.Nonce=522918660
9.32008 0 /p/good/good-leaf-5/%FE%07?ndn.Nonce=1844522105
9.33012 6 /p/good/good-leaf-2/%FE%01?ndn.Nonce=522918660
9.34017 8 /p/good/good-leaf-2/%FE%01?ndn.Nonce=522918660
9.35021 1 /p/good/good-leaf-2/%FE%01?ndn.Nonce=522918660
9.4 10 /p/good/good-leaf-2/%FEa?ndn.Nonce=3669335573
9.4 12 /p/good/good-leaf-4/%FE%08?ndn.Nonce=1604353665
9.4 13 /p/good/good-leaf-5/%FE%0A?ndn.Nonce=2354016573
9.41004 2 /p/good/good-leaf-2/%FEa?ndn.Nonce=3669335573
9.41004 3 /p/good/good-leaf-4/%FE%08?ndn.Nonce=1604353665
9.41004 7 /p/good/good-leaf-5/%FE%0A?ndn.Nonce=2354016573
9.42008 4 /p/good/good-leaf-2/%FEa?ndn.Nonce=3669335573
9.42008 5 /p/good/good-leaf-4/%FE%08?ndn.Nonce=1604353665
9.42008 0 /p/good/good-leaf-5/%FE%0A?ndn.Nonce=2354016573
9.43012 6 /p/good/good-leaf-2/%FEa?ndn.Nonce=3669335573
9.43012 6 /p/good/good-leaf-4/%FE%08?ndn.Nonce=1604353665
9.44017 8 /p/good/good-leaf-2/%FEa?ndn.Nonce=3669335573
9.44021 8 /p/good/good-leaf-4/%FE%08?ndn.Nonce=1604353665
9.45021 1 /p/good/good-leaf-2/%FEa?ndn.Nonce=3669335573
9.45025 1 /p/good/good-leaf-4/%FE%08?ndn.Nonce=1604353665
9.5 10 /p/good/good-leaf-2/%FE%03?ndn.Nonce=550500246
9.5 12 /p/good/good-leaf-4/%FE%0B?ndn.Nonce=3795567157
9.5 13 /p/good/good-leaf-5/%FE%20?ndn.Nonce=1336644747
9.51004 2 /p/good/good-leaf-2/%FE%03?ndn.Nonce=550500246
9.51004 3 /p/good/good-leaf-4/%FE%0B?ndn.Nonce=3795567157
9.51004 7 /p/good/good-leaf-5/%FE%20?ndn.Nonce=1336644747
9.52008 4 /p/good/good-leaf-2/%FE%03?ndn.Nonce=550500246
9.52008 5 /p/good/good-leaf-4/%FE%0B?ndn.Nonce=3795567157
9.52008 0 /p/good/good-leaf-5/%FE%20?ndn.Nonce=1336644747
9.53012 6 /p/good/good-leaf-2/%FE%03?ndn.Nonce=550500246
9.53012 6 /p/good/good-leaf-4/%FE%0B?ndn.Nonce=3795567157
9.54017 8 /p/good/good-leaf-2/%FE%03?ndn.Nonce=550500246
9.54021 8 /p/good/good-leaf-4/%FE%0B?ndn.Nonce=3795567157
9.55021 1 /p/good/good-leaf-2/%FE%03?ndn.Nonce=550500246
9.55025 1 /p/good/good-leaf-4/%FE%0B?ndn.Nonce=3795567157
9.6 10 /p/good/good-leaf-2/%FE%0A?ndn.Nonce=414585232
9.6 12 /p/good/good-leaf-4/%FE%0C?ndn.Nonce=2199489083
9.6 13 /p/good/good-leaf-5/%FE%01?ndn.Nonce=3677890065
9.61004 2 /p/good/good-leaf-2/%FE%0A?ndn.Nonce=414585232
9.61004 3 /p/good/good-leaf-4/%FE%0C?ndn.Nonce=2199489083
9.61004 7 /p/good/good-leaf-5/%FE%01?ndn.Nonce=3677890065
9.62008 4 /p/good/good-leaf-2/%FE%0A?ndn.Nonce=414585232
9.62008 5 /p/good/good-leaf-4/%FE%0C?ndn.Nonce=2199489083
9.62008 0 /p/good/good-leaf-5/%FE%01?ndn.Nonce=3677890065
9.63012 6 /p/good/good-leaf-2/%FE%0A?ndn.Nonce=414585232
9.63012 6 /p/good/good-leaf-4/%FE%0C?ndn.Nonce=2199489083
9.64017 8 /p/good/good-leaf-2/%FE%0A?ndn.Nonce=414585232
9.64021 8 /p/good/good-leaf-4/%FE%0C?ndn.Nonce=2199489083
9.65021 1 /p/good/good-leaf-2/%FE%0A?ndn.Nonce=414585232
9.65025 1 /p/good/good-leaf-4/%FE%0C?ndn.Nonce=2199489083
9.7 10 /p/good/good-leaf-2/%FE%01?ndn.Nonce=2031629191
9.7 12 /p/good/good-leaf-4/%FE7?ndn.Nonce=338396521
9.7 13 /p/good/good-leaf-5/%FE%19?ndn.Nonce=3105585769
9.71004 2 /p/good/good-leaf-2/%FE%01?ndn.Nonce=2031629191
9.71004 3 /p/good/good-leaf-4/%FE7?ndn.Nonce=338396521
9.71004 7 /p/good/good-leaf-5/%FE%19?ndn.Nonce=3105585769
9.72008 4 /p/good/good-leaf-2/%FE%01?ndn.Nonce=2031629191
9.72008 5 /p/good/good-leaf-4/%FE7?ndn.Nonce=338396521
9.72008 0 /p/good/good-leaf-5/%FE%19?ndn.Nonce=3105585769
9.73012 6 /p/good/good-leaf-2/%FE%01?ndn.Nonce=2031629191
9.73012 6 /p/good/good-leaf-4/%FE7?ndn.Nonce=338396521
9.74017 8 /p/good/good-leaf-2/%FE%01?ndn.Nonce=2031629191
9.74021 8 /p/good/good-leaf-4/%FE7?ndn.Nonce=338396521
9.75021 1 /p/good/good-leaf-2/%FE%01?ndn.Nonce=2031629191
9.75025 1 /p/good/good-leaf-4/%FE7?ndn.Nonce=338396521
9.8 10 /p/good/good-leaf-2/%FE%09?ndn.Nonce=3827595982
9.8 12 /p/good/good-leaf-4/%FE3?ndn.Nonce=3081167960
9.8 13 /p/good/good-leaf-5/%FE%06?ndn.Nonce=3907645172
9.81004 2 /p/good/good-leaf-2/%FE%09?ndn.Nonce=3827595982
9.81004 3 /p/good/good-leaf-4/%FE3?ndn.Nonce=3081167960
9.81004 7 /p/good/good-leaf-5/%FE%06?ndn.Nonce=3907645172
9.82008 4 /p/good/good-leaf-2/%FE%09?ndn.Nonce=3827595982
9.82008 5 /p/good/good-leaf-4/%FE3?ndn.Nonce=3081167960
9.82008 0 /p/good/good-leaf-5/%FE%06?ndn.Nonce=3907645172
9.83012 6 /p/good/good-leaf-2/%FE%09?ndn.Nonce=3827595982
9.83012 6 /p/good/good-leaf-4/%FE3?ndn.Nonce=3081167960
9.84017 8 /p/good/good-leaf-2/%FE%09?ndn.Nonce=3827595982
9.84021 8 /p/good/good-leaf-4/%FE3?ndn.Nonce=3081167960
9.85021 1 /p/good/good-leaf-2/%FE%09?ndn.Nonce=3827595982
9.85025 1 /p/good/good-leaf-4/%FE3?ndn.Nonce=3081167960
9.9 10 /p/good/good-leaf-2/%FEL?ndn.Nonce=610812452
9.9 12 /p/good/good-leaf-4/%FE%07?ndn.Nonce=4080034952
9.9 13 /p/good/good-leaf-5/%FE%0D?ndn.Nonce=291444240
9.91004 2 /p/good/good-leaf-2/%FEL?ndn.Nonce=610812452
9.91004 3 /p/good/good-leaf-4/%FE%07?ndn.Nonce=4080034952
9.91004 7 /p/good/good-leaf-5/%FE%0D?ndn.Nonce=291444240
9.92008 4 /p/good/good-leaf-2/%FEL?ndn.Nonce=610812452
