Time Node t1 t2 gini
3 26 DetectionApp:GetPit(): [DEBUG] 0.888889
3 27 DetectionApp:GetPit(): [DEBUG] 0
3 28 DetectionApp:GetPit(): [DEBUG] 0.790123
3 29 DetectionApp:GetPit(): [DEBUG] 0.444444
3 30 DetectionApp:GetPit(): [DEBUG] 0
3 31 DetectionApp:GetPit(): [DEBUG] 0
3 32 DetectionApp:GetPit(): [DEBUG] 0.666667
3 33 DetectionApp:GetPit(): [DEBUG] 0
3 34 DetectionApp:GetPit(): [DEBUG] 0.833333
3 35 DetectionApp:GetPit(): [DEBUG] 0
3 36 DetectionApp:GetPit(): [DEBUG] 0.5
3 37 DetectionApp:GetPit(): [DEBUG] 0
3 38 DetectionApp:GetPit(): [DEBUG] 0
3 39 DetectionApp:GetPit(): [DEBUG] 0.5
3 40 DetectionApp:GetPit(): [DEBUG] 0.857143
3 41 DetectionApp:GetPit(): [DEBUG] 0.888889
3 42 DetectionApp:GetPit(): [DEBUG] 0
3 43 DetectionApp:GetPit(): [DEBUG] 0
3 44 DetectionApp:GetPit(): [DEBUG] 0.5
3 45 DetectionApp:GetPit(): [DEBUG] 0.666667
3 46 DetectionApp:GetPit(): [DEBUG] 0
3 47 DetectionApp:GetPit(): [DEBUG] 0
3 48 DetectionApp:GetPit(): [DEBUG] 0.5
3 49 DetectionApp:GetPit(): [DEBUG] 0
3 50 DetectionApp:GetPit(): [DEBUG] 0
3 51 DetectionApp:GetPit(): [DEBUG] 0
3 52 DetectionApp:GetPit(): [DEBUG] 0
3 53 DetectionApp:GetPit(): [DEBUG] 0
3 54 DetectionApp:GetPit(): [DEBUG] 0
3 55 DetectionApp:GetPit(): [DEBUG] 0
3 56 DetectionApp:GetPit(): [DEBUG] 0
3 57 DetectionApp:GetPit(): [DEBUG] 0
3 58 DetectionApp:GetPit(): [DEBUG] 0
3 59 DetectionApp:GetPit(): [DEBUG] 0.75
3 60 DetectionApp:GetPit(): [DEBUG] 0
3 61 DetectionApp:GetPit(): [DEBUG] 0
3 62 DetectionApp:GetPit(): [DEBUG] 0
3 63 DetectionApp:GetPit(): [DEBUG] 0
3 64 DetectionApp:GetPit(): [DEBUG] 0
3 65 DetectionApp:GetPit(): [DEBUG] 0
3 66 DetectionApp:GetPit(): [DEBUG] 0
3 67 DetectionApp:GetPit(): [DEBUG] 0.5
3 68 DetectionApp:GetPit(): [DEBUG] 0
3 69 DetectionApp:GetPit(): [DEBUG] 0.666667
3 70 DetectionApp:GetPit(): [DEBUG] 0
3 71 DetectionApp:GetPit(): [DEBUG] 0
3 72 DetectionApp:GetPit(): [DEBUG] 0
3 73 DetectionApp:GetPit(): [DEBUG] 0
3 74 DetectionApp:GetPit(): [DEBUG] 0.5
3 75 DetectionApp:GetPit(): [DEBUG] 0
3 76 DetectionApp:GetPit(): [DEBUG] 0
3 77 DetectionApp:GetPit(): [DEBUG] 0
3 78 DetectionApp:GetPit(): [DEBUG] 0
3 79 DetectionApp:GetPit(): [DEBUG] 0
3 80 DetectionApp:GetPit(): [DEBUG] 0.625
3 81 DetectionApp:GetPit(): [DEBUG] 0
3 82 DetectionApp:GetPit(): [DEBUG] 0
3 83 DetectionApp:GetPit(): [DEBUG] 0
3 84 DetectionApp:GetPit(): [DEBUG] 0
3 85 DetectionApp:GetPit(): [DEBUG] 0
3 86 DetectionApp:GetPit(): [DEBUG] 0
3 87 DetectionApp:GetPit(): [DEBUG] 0
3 88 DetectionApp:GetPit(): [DEBUG] 0
3 89 DetectionApp:GetPit(): [DEBUG] 0
3 90 DetectionApp:GetPit(): [DEBUG] 0
4 23 DetectionApp:GetPit(): [DEBUG] 0.444444
4 24 DetectionApp:GetPit(): [DEBUG] 0
4 25 DetectionApp:GetPit(): [DEBUG] 0
4 26 DetectionApp:GetPit(): [DEBUG] 0.9
4 27 DetectionApp:GetPit(): [DEBUG] 0
4 28 DetectionApp:GetPit(): [DEBUG] 0.790123
4 29 DetectionApp:GetPit(): [DEBUG] 0.444444
4 30 DetectionApp:GetPit(): [DEBUG] 0
4 31 DetectionApp:GetPit(): [DEBUG] 0
4 32 DetectionApp:GetPit(): [DEBUG] 0.666667
4 33 DetectionApp:GetPit(): [DEBUG] 0
4 34 DetectionApp:GetPit(): [DEBUG] 0.857143
4 35 DetectionApp:GetPit(): [DEBUG] 0
4 36 DetectionApp:GetPit(): [DEBUG] 0.5
4 37 DetectionApp:GetPit(): [DEBUG] 0
4 38 DetectionApp:GetPit(): [DEBUG] 0
4 39 DetectionApp:GetPit(): [DEBUG] 0.5
4 40 DetectionApp:GetPit(): [DEBUG] 0.857143
4 41 DetectionApp:GetPit(): [DEBUG] 0.9
4 42 DetectionApp:GetPit(): [DEBUG] 0
4 43 DetectionApp:GetPit(): [DEBUG] 0
4 44 DetectionApp:GetPit(): [DEBUG] 0.5
4 45 DetectionApp:GetPit(): [DEBUG] 0.666667
4 46 DetectionApp:GetPit(): [DEBUG] 0
4 47 DetectionApp:GetPit(): [DEBUG] 0
4 48 DetectionApp:GetPit(): [DEBUG] 0.5
4 49 DetectionApp:GetPit(): [DEBUG] 0
4 50 DetectionApp:GetPit(): [DEBUG] 0
4 51 DetectionApp:GetPit(): [DEBUG] 0
4 52 DetectionApp:GetPit(): [DEBUG] 0
4 53 DetectionApp:GetPit(): [DEBUG] 0
4 54 DetectionApp:GetPit(): [DEBUG] 0
4 55 DetectionApp:GetPit(): [DEBUG] 0
4 56 DetectionApp:GetPit(): [DEBUG] 0
4 57 DetectionApp:GetPit(): [DEBUG] 0
4 58 DetectionApp:GetPit(): [DEBUG] 0
4 59 DetectionApp:GetPit(): [DEBUG] 0.75
4 60 DetectionApp:GetPit(): [DEBUG] 0
4 61 DetectionApp:GetPit(): [DEBUG] 0
4 62 DetectionApp:GetPit(): [DEBUG] 0
4 63 DetectionApp:GetPit(): [DEBUG] 0
4 64 DetectionApp:GetPit(): [DEBUG] 0
4 65 DetectionApp:GetPit(): [DEBUG] 0
4 66 DetectionApp:GetPit(): [DEBUG] 0
4 67 DetectionApp:GetPit(): [DEBUG] 0.5
4 68 DetectionApp:GetPit(): [DEBUG] 0
4 69 DetectionApp:GetPit(): [DEBUG] 0.666667
4 70 DetectionApp:GetPit(): [DEBUG] 0
4 71 DetectionApp:GetPit(): [DEBUG] 0
4 72 DetectionApp:GetPit(): [DEBUG] 0
4 73 DetectionApp:GetPit(): [DEBUG] 0
4 74 DetectionApp:GetPit(): [DEBUG] 0.5
4 75 DetectionApp:GetPit(): [DEBUG] 0
4 76 DetectionApp:GetPit(): [DEBUG] 0
4 77 DetectionApp:GetPit(): [DEBUG] 0
4 78 DetectionApp:GetPit(): [DEBUG] 0
4 79 DetectionApp:GetPit(): [DEBUG] 0
4 80 DetectionApp:GetPit(): [DEBUG] 0.625
4 81 DetectionApp:GetPit(): [DEBUG] 0
4 82 DetectionApp:GetPit(): [DEBUG] 0
4 83 DetectionApp:GetPit(): [DEBUG] 0
4 84 DetectionApp:GetPit(): [DEBUG] 0
4 85 DetectionApp:GetPit(): [DEBUG] 0
4 86 DetectionApp:GetPit(): [DEBUG] 0
4 87 DetectionApp:GetPit(): [DEBUG] 0
4 88 DetectionApp:GetPit(): [DEBUG] 0
4 89 DetectionApp:GetPit(): [DEBUG] 0
4 90 DetectionApp:GetPit(): [DEBUG] 0
5 23 DetectionApp:GetPit(): [DEBUG] 0.444444
5 24 DetectionApp:GetPit(): [DEBUG] 0
5 25 DetectionApp:GetPit(): [DEBUG] 0
5 26 DetectionApp:GetPit(): [DEBUG] 0.9
5 27 DetectionApp:GetPit(): [DEBUG] 0
5 28 DetectionApp:GetPit(): [DEBUG] 0.790123
5 29 DetectionApp:GetPit(): [DEBUG] 0.444444
5 30 DetectionApp:GetPit(): [DEBUG] 0
5 31 DetectionApp:GetPit(): [DEBUG] 0
5 32 DetectionApp:GetPit(): [DEBUG] 0.666667
5 33 DetectionApp:GetPit(): [DEBUG] 0
5 34 DetectionApp:GetPit(): [DEBUG] 0.857143
5 35 DetectionApp:GetPit(): [DEBUG] 0
5 36 DetectionApp:GetPit(): [DEBUG] 0.5
5 37 DetectionApp:GetPit(): [DEBUG] 0
5 38 DetectionApp:GetPit(): [DEBUG] 0
5 39 DetectionApp:GetPit(): [DEBUG] 0.5
5 40 DetectionApp:GetPit(): [DEBUG] 0.857143
5 41 DetectionApp:GetPit(): [DEBUG] 0.9
5 42 DetectionApp:GetPit(): [DEBUG] 0
5 43 DetectionApp:GetPit(): [DEBUG] 0
5 44 DetectionApp:GetPit(): [DEBUG] 0.5
5 45 DetectionApp:GetPit(): [DEBUG] 0.666667
5 46 DetectionApp:GetPit(): [DEBUG] 0
5 47 DetectionApp:GetPit(): [DEBUG] 0
5 48 DetectionApp:GetPit(): [DEBUG] 0.5
5 49 DetectionApp:GetPit(): [DEBUG] 0
5 50 DetectionApp:GetPit(): [DEBUG] 0
5 51 DetectionApp:GetPit(): [DEBUG] 0
5 52 DetectionApp:GetPit(): [DEBUG] 0
5 53 DetectionApp:GetPit(): [DEBUG] 0
5 54 DetectionApp:GetPit(): [DEBUG] 0
5 55 DetectionApp:GetPit(): [DEBUG] 0
5 56 DetectionApp:GetPit(): [DEBUG] 0
5 57 DetectionApp:GetPit(): [DEBUG] 0
5 58 DetectionApp:GetPit(): [DEBUG] 0
5 59 DetectionApp:GetPit(): [DEBUG] 0.75
5 60 DetectionApp:GetPit(): [DEBUG] 0
5 61 DetectionApp:GetPit(): [DEBUG] 0
5 62 DetectionApp:GetPit(): [DEBUG] 0
5 63 DetectionApp:GetPit(): [DEBUG] 0
5 64 DetectionApp:GetPit(): [DEBUG] 0
5 65 DetectionApp:GetPit(): [DEBUG] 0
5 66 DetectionApp:GetPit(): [DEBUG] 0
5 67 DetectionApp:GetPit(): [DEBUG] 0.5
5 68 DetectionApp:GetPit(): [DEBUG] 0
5 69 DetectionApp:GetPit(): [DEBUG] 0.666667
5 70 DetectionApp:GetPit(): [DEBUG] 0
5 71 DetectionApp:GetPit(): [DEBUG] 0
5 72 DetectionApp:GetPit(): [DEBUG] 0
5 73 DetectionApp:GetPit(): [DEBUG] 0
5 74 DetectionApp:GetPit(): [DEBUG] 0.5
5 75 DetectionApp:GetPit(): [DEBUG] 0
5 76 DetectionApp:GetPit(): [DEBUG] 0
5 77 DetectionApp:GetPit(): [DEBUG] 0
5 78 DetectionApp:GetPit(): [DEBUG] 0
5 79 DetectionApp:GetPit(): [DEBUG] 0
5 80 DetectionApp:GetPit(): [DEBUG] 0.666667
5 81 DetectionApp:GetPit(): [DEBUG] 0
5 82 DetectionApp:GetPit(): [DEBUG] 0
5 83 DetectionApp:GetPit(): [DEBUG] 0
5 84 DetectionApp:GetPit(): [DEBUG] 0
5 85 DetectionApp:GetPit(): [DEBUG] 0
5 86 DetectionApp:GetPit(): [DEBUG] 0
5 87 DetectionApp:GetPit(): [DEBUG] 0
5 88 DetectionApp:GetPit(): [DEBUG] 0
5 89 DetectionApp:GetPit(): [DEBUG] 0
5 90 DetectionApp:GetPit(): [DEBUG] 0
6 23 DetectionApp:GetPit(): [DEBUG] 0.444444
6 24 DetectionApp:GetPit(): [DEBUG] 0
6 25 DetectionApp:GetPit(): [DEBUG] 0
6 26 DetectionApp:GetPit(): [DEBUG] 0.9
6 27 DetectionApp:GetPit(): [DEBUG] 0
6 28 DetectionApp:GetPit(): [DEBUG] 0.78125
6 29 DetectionApp:GetPit(): [DEBUG] 0.444444
6 30 DetectionApp:GetPit(): [DEBUG] 0
6 31 DetectionApp:GetPit(): [DEBUG] 0
6 32 DetectionApp:GetPit(): [DEBUG] 0.666667
6 33 DetectionApp:GetPit(): [DEBUG] 0
6 34 DetectionApp:GetPit(): [DEBUG] 0.857143
6 35 DetectionApp:GetPit(): [DEBUG] 0
6 36 DetectionApp:GetPit(): [DEBUG] 0.5
6 37 DetectionApp:GetPit(): [DEBUG] 0
6 38 DetectionApp:GetPit(): [DEBUG] 0
6 39 DetectionApp:GetPit(): [DEBUG] 0.5
6 40 DetectionApp:GetPit(): [DEBUG] 0.857143
6 41 DetectionApp:GetPit(): [DEBUG] 0.9
6 42 DetectionApp:GetPit(): [DEBUG] 0
6 43 DetectionApp:GetPit(): [DEBUG] 0
6 44 DetectionApp:GetPit(): [DEBUG] 0.5
6 45 DetectionApp:GetPit(): [DEBUG] 0.666667
6 46 DetectionApp:GetPit(): [DEBUG] 0
6 47 DetectionApp:GetPit(): [DEBUG] 0
6 48 DetectionApp:GetPit(): [DEBUG] 0.5
6 49 DetectionApp:GetPit(): [DEBUG] 0
6 50 DetectionApp:GetPit(): [DEBUG] 0
6 51 DetectionApp:GetPit(): [DEBUG] 0
6 52 DetectionApp:GetPit(): [DEBUG] 0
6 53 DetectionApp:GetPit(): [DEBUG] 0
6 54 DetectionApp:GetPit(): [DEBUG] 0
6 55 DetectionApp:GetPit(): [DEBUG] 0
6 56 DetectionApp:GetPit(): [DEBUG] 0
6 57 DetectionApp:GetPit(): [DEBUG] 0
6 58 DetectionApp:GetPit(): [DEBUG] 0
6 59 DetectionApp:GetPit(): [DEBUG] 0.75
6 60 DetectionApp:GetPit(): [DEBUG] 0
6 61 DetectionApp:GetPit(): [DEBUG] 0
6 62 DetectionApp:GetPit(): [DEBUG] 0
6 63 DetectionApp:GetPit(): [DEBUG] 0
6 64 DetectionApp:GetPit(): [DEBUG] 0
6 65 DetectionApp:GetPit(): [DEBUG] 0
6 66 DetectionApp:GetPit(): [DEBUG] 0
6 67 DetectionApp:GetPit(): [DEBUG] 0.5
6 68 DetectionApp:GetPit(): [DEBUG] 0
6 69 DetectionApp:GetPit(): [DEBUG] 0.666667
6 70 DetectionApp:GetPit(): [DEBUG] 0
6 71 DetectionApp:GetPit(): [DEBUG] 0
6 72 DetectionApp:GetPit(): [DEBUG] 0
6 73 DetectionApp:GetPit(): [DEBUG] 0
6 74 DetectionApp:GetPit(): [DEBUG] 0.5
6 75 DetectionApp:GetPit(): [DEBUG] 0
6 76 DetectionApp:GetPit(): [DEBUG] 0
6 77 DetectionApp:GetPit(): [DEBUG] 0
6 78 DetectionApp:GetPit(): [DEBUG] 0
6 79 DetectionApp:GetPit(): [DEBUG] 0
6 80 DetectionApp:GetPit(): [DEBUG] 0.625
6 81 DetectionApp:GetPit(): [DEBUG] 0
6 82 DetectionApp:GetPit(): [DEBUG] 0
6 83 DetectionApp:GetPit(): [DEBUG] 0
6 84 DetectionApp:GetPit(): [DEBUG] 0
6 85 DetectionApp:GetPit(): [DEBUG] 0
6 86 DetectionApp:GetPit(): [DEBUG] 0
6 87 DetectionApp:GetPit(): [DEBUG] 0
6 88 DetectionApp:GetPit(): [DEBUG] 0
6 89 DetectionApp:GetPit(): [DEBUG] 0
6 90 DetectionApp:GetPit(): [DEBUG] 0
7 23 DetectionApp:GetPit(): [DEBUG] 0.444444
7 24 DetectionApp:GetPit(): [DEBUG] 0
7 25 DetectionApp:GetPit(): [DEBUG] 0
7 26 DetectionApp:GetPit(): [DEBUG] 0.875
7 27 DetectionApp:GetPit(): [DEBUG] 0
7 28 DetectionApp:GetPit(): [DEBUG] 0.790123
7 29 DetectionApp:GetPit(): [DEBUG] 0.444444
7 30 DetectionApp:GetPit(): [DEBUG] 0
7 31 DetectionApp:GetPit(): [DEBUG] 0
7 32 DetectionApp:GetPit(): [DEBUG] 0.666667
7 33 DetectionApp:GetPit(): [DEBUG] 0
7 34 DetectionApp:GetPit(): [DEBUG] 0.8
7 35 DetectionApp:GetPit(): [DEBUG] 0
7 36 DetectionApp:GetPit(): [DEBUG] 0.5
7 37 DetectionApp:GetPit(): [DEBUG] 0
7 38 DetectionApp:GetPit(): [DEBUG] 0
7 39 DetectionApp:GetPit(): [DEBUG] 0.5
7 40 DetectionApp:GetPit(): [DEBUG] 0.833333
7 41 DetectionApp:GetPit(): [DEBUG] 0.875
7 42 DetectionApp:GetPit(): [DEBUG] 0
7 43 DetectionApp:GetPit(): [DEBUG] 0
7 44 DetectionApp:GetPit(): [DEBUG] 0.5
7 45 DetectionApp:GetPit(): [DEBUG] 0.666667
7 46 DetectionApp:GetPit(): [DEBUG] 0
7 47 DetectionApp:GetPit(): [DEBUG] 0
7 48 DetectionApp:GetPit(): [DEBUG] 0.5
7 49 DetectionApp:GetPit(): [DEBUG] 0
7 50 DetectionApp:GetPit(): [DEBUG] 0
7 51 DetectionApp:GetPit(): [DEBUG] 0
7 52 DetectionApp:GetPit(): [DEBUG] 0
7 53 DetectionApp:GetPit(): [DEBUG] 0
7 54 DetectionApp:GetPit(): [DEBUG] 0
7 55 DetectionApp:GetPit(): [DEBUG] 0
7 56 DetectionApp:GetPit(): [DEBUG] 0
7 57 DetectionApp:GetPit(): [DEBUG] 0
7 58 DetectionApp:GetPit(): [DEBUG] 0
7 59 DetectionApp:GetPit(): [DEBUG] 0.75
7 60 DetectionApp:GetPit(): [DEBUG] 0
7 61 DetectionApp:GetPit(): [DEBUG] 0
7 62 DetectionApp:GetPit(): [DEBUG] 0
7 63 DetectionApp:GetPit(): [DEBUG] 0
7 64 DetectionApp:GetPit(): [DEBUG] 0
7 65 DetectionApp:GetPit(): [DEBUG] 0
7 66 DetectionApp:GetPit(): [DEBUG] 0
7 67 DetectionApp:GetPit(): [DEBUG] 0.5
7 68 DetectionApp:GetPit(): [DEBUG] 0
7 69 DetectionApp:GetPit(): [DEBUG] 0.5
7 70 DetectionApp:GetPit(): [DEBUG] 0
7 71 DetectionApp:GetPit(): [DEBUG] 0
7 72 DetectionApp:GetPit(): [DEBUG] 0
7 73 DetectionApp:GetPit(): [DEBUG] 0
7 74 DetectionApp:GetPit(): [DEBUG] 0.5
7 75 DetectionApp:GetPit(): [DEBUG] 0
7 76 DetectionApp:GetPit(): [DEBUG] 0
7 77 DetectionApp:GetPit(): [DEBUG] 0
7 78 DetectionApp:GetPit(): [DEBUG] 0
7 79 DetectionApp:GetPit(): [DEBUG] 0
7 80 DetectionApp:GetPit(): [DEBUG] 0.625
7 81 DetectionApp:GetPit(): [DEBUG] 0
7 82 DetectionApp:GetPit(): [DEBUG] 0
7 83 DetectionApp:GetPit(): [DEBUG] 0
7 84 DetectionApp:GetPit(): [DEBUG] 0
7 85 DetectionApp:GetPit(): [DEBUG] 0
7 86 DetectionApp:GetPit(): [DEBUG] 0
7 87 DetectionApp:GetPit(): [DEBUG] 0
7 88 DetectionApp:GetPit(): [DEBUG] 0
7 89 DetectionApp:GetPit(): [DEBUG] 0
7 90 DetectionApp:GetPit(): [DEBUG] 0
8 23 DetectionApp:GetPit(): [DEBUG] 0.444444
8 24 DetectionApp:GetPit(): [DEBUG] 0
8 25 DetectionApp:GetPit(): [DEBUG] 0
8 26 DetectionApp:GetPit(): [DEBUG] 0.888889
8 27 DetectionApp:GetPit(): [DEBUG] 0
8 28 DetectionApp:GetPit(): [DEBUG] 0.790123
8 29 DetectionApp:GetPit(): [DEBUG] 0.444444
8 30 DetectionApp:GetPit(): [DEBUG] 0
8 31 DetectionApp:GetPit(): [DEBUG] 0
8 32 DetectionApp:GetPit(): [DEBUG] 0.666667
8 33 DetectionApp:GetPit(): [DEBUG] 0
8 34 DetectionApp:GetPit(): [DEBUG] 0.833333
8 35 DetectionApp:GetPit(): [DEBUG] 0
8 36 DetectionApp:GetPit(): [DEBUG] 0.5
8 37 DetectionApp:GetPit(): [DEBUG] 0
8 38 DetectionApp:GetPit(): [DEBUG] 0.5
8 39 DetectionApp:GetPit(): [DEBUG] 0.5
8 40 DetectionApp:GetPit(): [DEBUG] 0.833333
8 41 DetectionApp:GetPit(): [DEBUG] 0.888889
8 42 DetectionApp:GetPit(): [DEBUG] 0
8 43 DetectionApp:GetPit(): [DEBUG] 0
8 44 DetectionApp:GetPit(): [DEBUG] 0.5
8 45 DetectionApp:GetPit(): [DEBUG] 0.666667
8 46 DetectionApp:GetPit(): [DEBUG] 0
8 47 DetectionApp:GetPit(): [DEBUG] 0
8 48 DetectionApp:GetPit(): [DEBUG] 0.5
8 49 DetectionApp:GetPit(): [DEBUG] 0
8 50 DetectionApp:GetPit(): [DEBUG] 0
